Date,Close
10/5/2018 16:00:00,52.39
10/8/2018 16:00:00,50.11
10/9/2018 16:00:00,52.56
10/10/2018 16:00:00,51.38
10/11/2018 16:00:00,50.45
10/12/2018 16:00:00,51.76
10/15/2018 16:00:00,51.92
10/16/2018 16:00:00,55.32
10/17/2018 16:00:00,54.36
10/18/2018 16:00:00,52.78
10/19/2018 16:00:00,52
10/22/2018 16:00:00,52.19
10/23/2018 16:00:00,58.83
10/24/2018 16:00:00,57.7
10/25/2018 16:00:00,62.97
10/26/2018 16:00:00,66.18
10/29/2018 16:00:00,66.97
10/30/2018 16:00:00,65.98
10/31/2018 16:00:00,67.46
11/1/2018 16:00:00,68.86
11/2/2018 16:00:00,69.28
11/5/2018 16:00:00,68.28
11/6/2018 16:00:00,68.21
11/7/2018 16:00:00,69.63
11/8/2018 16:00:00,70.28
11/9/2018 16:00:00,70.1
11/12/2018 16:00:00,66.26
11/13/2018 16:00:00,67.75
11/14/2018 16:00:00,68.8
11/15/2018 16:00:00,69.69
11/16/2018 16:00:00,70.86
11/19/2018 16:00:00,70.69
11/20/2018 16:00:00,69.5
11/21/2018 16:00:00,67.64
11/23/2018 13:00:00,65.17
11/26/2018 16:00:00,69.2
11/27/2018 16:00:00,68.78
11/28/2018 16:00:00,69.57
11/29/2018 16:00:00,68.23
11/30/2018 16:00:00,70.1
12/3/2018 16:00:00,71.7
12/4/2018 16:00:00,71.94
12/6/2018 16:00:00,72.61
12/7/2018 16:00:00,71.59
12/10/2018 16:00:00,73.03
12/11/2018 16:00:00,73.35
12/12/2018 16:00:00,73.32
12/13/2018 16:00:00,75.36
12/14/2018 16:00:00,73.14
12/17/2018 16:00:00,69.68
12/18/2018 16:00:00,67.41
12/19/2018 16:00:00,66.59
12/20/2018 16:00:00,63.08
12/21/2018 16:00:00,63.95
12/24/2018 13:00:00,59.08
12/26/2018 16:00:00,65.22
12/27/2018 16:00:00,63.23
12/28/2018 16:00:00,66.77
12/31/2018 16:00:00,66.56
