Date,Close
11/8/2018 17:40:00,60.16
11/9/2018 17:40:00,59.61
11/12/2018 17:40:00,59.75
11/13/2018 17:40:00,59.72
11/14/2018 17:40:00,59.11
11/15/2018 17:40:00,59.45
11/16/2018 17:40:00,58.74
11/19/2018 17:40:00,58.78
11/20/2018 17:40:00,57.94
11/21/2018 17:40:00,58.95
11/22/2018 17:40:00,58.46
11/23/2018 17:40:00,58.6
11/26/2018 17:40:00,58.65
11/27/2018 17:40:00,58.21
11/28/2018 17:40:00,58.8
11/29/2018 17:40:00,58.95
11/30/2018 17:40:00,58.82
12/3/2018 17:40:00,59.8
12/4/2018 17:40:00,59.63
12/5/2018 17:40:00,59.01
12/6/2018 17:40:00,56.5
12/7/2018 17:40:00,57.37
12/10/2018 17:40:00,56.48
12/11/2018 17:40:00,56.95
12/12/2018 17:40:00,57.57
12/13/2018 17:40:00,57.18
12/14/2018 17:40:00,56.88
12/17/2018 17:40:00,56.13
12/18/2018 17:40:00,55.31
12/19/2018 17:40:00,55.32
12/20/2018 17:40:00,53.94
12/21/2018 17:40:00,53.8
12/24/2018 14:05:00,52.32
12/27/2018 17:40:00,52.68
12/28/2018 17:40:00,53.48
12/31/2018 14:05:00,53.98
