Date,Close
1/2/2018 17:40:00,63.37
1/3/2018 17:40:00,64.05
1/4/2018 17:40:00,64.04
1/5/2018 17:40:00,64.83
1/8/2018 17:40:00,64.79
1/9/2018 17:40:00,65.01
1/10/2018 17:40:00,64.42
1/11/2018 17:40:00,63.7
1/12/2018 17:40:00,63.43
1/15/2018 17:40:00,63.45
1/16/2018 17:40:00,63.55
1/17/2018 17:40:00,63.27
1/18/2018 17:40:00,63.34
1/19/2018 17:40:00,63.35
1/22/2018 17:40:00,63.2
1/23/2018 17:40:00,63.31
1/24/2018 17:40:00,62.85
1/25/2018 17:40:00,62.36
1/26/2018 17:40:00,62.5
1/29/2018 17:40:00,62.58
1/30/2018 17:40:00,61.87
1/31/2018 17:40:00,61.47
2/1/2018 17:40:00,61.05
2/2/2018 17:40:00,59.79
2/5/2018 17:40:00,59.36
2/6/2018 17:40:00,58.01
2/7/2018 17:40:00,58.78
2/8/2018 17:40:00,58.06
2/9/2018 17:40:00,57.09
2/12/2018 17:40:00,57.95
2/13/2018 17:40:00,57.36
2/14/2018 17:40:00,57.74
2/15/2018 17:40:00,57.81
2/16/2018 17:40:00,58.43
2/19/2018 17:40:00,58.6
2/20/2018 17:40:00,58.52
2/21/2018 17:40:00,58.88
2/22/2018 17:40:00,58.88
2/23/2018 17:40:00,59
2/26/2018 17:40:00,59.33
2/27/2018 17:40:00,59.4
2/28/2018 17:40:00,58.92
3/1/2018 17:40:00,58.06
3/2/2018 17:40:00,56.87
3/5/2018 17:40:00,57.02
3/6/2018 17:40:00,57.11
3/7/2018 17:40:00,57.08
3/8/2018 17:40:00,57.49
3/9/2018 17:40:00,58.19
3/12/2018 17:40:00,58.28
3/13/2018 17:40:00,57.68
3/14/2018 17:40:00,57.84
3/15/2018 17:40:00,57.71
3/16/2018 17:40:00,58.01
3/19/2018 17:40:00,57.09
3/20/2018 17:40:00,57.6
3/21/2018 17:40:00,58.41
3/22/2018 17:40:00,57.64
3/23/2018 17:40:00,56.91
3/26/2018 17:40:00,56.06
3/27/2018 17:40:00,56.64
3/28/2018 17:40:00,56.6
3/29/2018 17:40:00,56.95
4/3/2018 17:40:00,57.31
4/4/2018 17:40:00,56.69
4/5/2018 17:40:00,58.08
4/6/2018 17:40:00,57.78
4/9/2018 17:40:00,57.79
4/10/2018 17:40:00,58.17
4/11/2018 17:40:00,58.04
4/12/2018 17:40:00,58.37
4/13/2018 17:40:00,58.28
4/16/2018 17:40:00,58.04
4/17/2018 17:40:00,58.69
4/18/2018 17:40:00,58.82
4/19/2018 17:40:00,58.81
4/20/2018 17:40:00,58.55
4/23/2018 17:40:00,58.75
4/24/2018 17:40:00,59
4/25/2018 17:40:00,58.55
4/26/2018 17:40:00,59.36
4/27/2018 17:40:00,59.67
4/30/2018 17:40:00,60.1
5/2/2018 17:40:00,60.33
5/3/2018 17:40:00,59.95
5/4/2018 17:40:00,60.67
5/7/2018 17:40:00,61.3
5/8/2018 17:40:00,60.92
5/9/2018 17:40:00,61.98
5/10/2018 17:40:00,62.43
5/11/2018 17:40:00,62.36
5/14/2018 17:40:00,62.61
5/15/2018 17:40:00,62.57
5/16/2018 17:40:00,63.43
5/17/2018 17:40:00,63.81
5/18/2018 17:40:00,63.59
5/21/2018 17:40:00,63.89
5/22/2018 17:40:00,64.14
5/23/2018 17:40:00,63.5
5/24/2018 17:40:00,63.27
5/25/2018 17:40:00,63.4
5/28/2018 17:40:00,62.63
5/29/2018 17:40:00,62.89
5/30/2018 17:40:00,63.25
5/31/2018 17:40:00,62.8
6/1/2018 17:40:00,62.94
6/4/2018 17:40:00,63.09
6/5/2018 17:40:00,63.06
6/6/2018 17:40:00,62.91
6/7/2018 17:40:00,62.71
6/8/2018 17:40:00,62.79
6/11/2018 17:40:00,63.14
6/12/2018 17:40:00,63.1
6/13/2018 17:40:00,63.45
6/14/2018 17:40:00,63.97
6/15/2018 17:40:00,63.26
6/18/2018 17:40:00,63.49
6/19/2018 17:40:00,63.2
6/20/2018 17:40:00,63.33
6/21/2018 17:40:00,62.95
6/22/2018 17:40:00,63.19
6/25/2018 17:40:00,61.99
6/26/2018 17:40:00,62.28
6/27/2018 17:40:00,62.86
6/28/2018 17:40:00,62.6
6/29/2018 17:40:00,63.17
7/2/2018 17:40:00,63.24
7/3/2018 17:40:00,63.19
7/4/2018 17:40:00,63.14
7/5/2018 17:40:00,62.85
7/6/2018 17:40:00,63.14
7/9/2018 17:40:00,63.56
7/10/2018 17:40:00,63.95
7/11/2018 17:40:00,62.23
7/12/2018 17:40:00,62.71
7/13/2018 17:40:00,62.75
7/16/2018 17:40:00,62.4
7/17/2018 17:40:00,62.29
7/18/2018 17:40:00,62.39
7/19/2018 17:40:00,62.58
7/20/2018 17:40:00,62.41
7/23/2018 17:40:00,62.09
7/24/2018 17:40:00,62.31
7/25/2018 17:40:00,62.34
7/26/2018 17:40:00,62.99
7/27/2018 17:40:00,63
7/30/2018 17:40:00,62.69
7/31/2018 17:40:00,62.79
8/1/2018 17:40:00,62.79
8/2/2018 17:40:00,63.18
8/3/2018 17:40:00,63.49
8/6/2018 17:40:00,63.91
8/7/2018 17:40:00,63.04
8/8/2018 17:40:00,62.73
8/9/2018 17:40:00,63.43
8/10/2018 17:40:00,63.55
8/13/2018 17:40:00,63.42
8/14/2018 17:40:00,63.94
8/15/2018 17:40:00,63.16
8/16/2018 17:40:00,63.38
8/17/2018 17:40:00,63.58
8/20/2018 17:40:00,63.75
8/21/2018 17:40:00,63.4
8/22/2018 17:40:00,63.21
8/23/2018 17:40:00,63.02
8/24/2018 17:40:00,63.29
8/27/2018 17:40:00,63.24
8/28/2018 17:40:00,62.89
8/29/2018 17:40:00,63.14
8/30/2018 17:40:00,63.04
8/31/2018 17:40:00,62.68
9/3/2018 17:40:00,62.42
9/4/2018 17:40:00,61.75
9/5/2018 17:40:00,61.1
9/6/2018 17:40:00,61.17
9/7/2018 17:40:00,61
9/10/2018 17:40:00,61.37
9/11/2018 17:40:00,61.28
9/12/2018 17:40:00,61.7
9/13/2018 17:40:00,61.28
9/14/2018 17:40:00,61.37
9/17/2018 17:40:00,61.6
9/18/2018 17:40:00,62.16
9/19/2018 17:40:00,62.6
9/20/2018 17:40:00,62.39
9/21/2018 17:40:00,62.2
9/24/2018 17:40:00,62.33
9/25/2018 17:40:00,62.23
9/26/2018 17:40:00,62.33
9/27/2018 17:40:00,62.59
9/28/2018 17:40:00,62.42
10/1/2018 17:40:00,63.7
10/2/2018 17:40:00,63.29
10/3/2018 17:40:00,63.61
10/4/2018 17:40:00,63.23
10/5/2018 17:40:00,62.62
10/8/2018 17:40:00,62.6
10/9/2018 17:40:00,62.71
10/10/2018 17:40:00,60.86
10/11/2018 17:40:00,59.45
10/12/2018 17:40:00,59.65
10/15/2018 17:40:00,59.98
10/16/2018 17:40:00,60.38
10/17/2018 17:40:00,60.15
10/18/2018 17:40:00,59.73
10/19/2018 17:40:00,60
10/22/2018 17:40:00,59.56
10/23/2018 17:40:00,58.69
10/24/2018 17:40:00,59.25
10/25/2018 17:40:00,58.97
10/26/2018 17:40:00,58
10/29/2018 17:40:00,58.11
10/30/2018 17:40:00,57.96
10/31/2018 17:40:00,59.27
11/1/2018 17:40:00,59.08
11/2/2018 17:40:00,59.22
11/5/2018 17:40:00,59.68
11/6/2018 17:40:00,59.32
11/7/2018 17:40:00,59.52
